1,138
2,5
3,146
4,34
5,129
6,22
7,69
8,123
9,79
10,120
11,51
12,114
13,150
14,23
15,121
16,105
17,109
18,66
19,29
20,70
21,128
22,28
23,35
24,134
25,31
26,16
27,64
28,87
29,82
30,53
31,92
32,12
33,93
34,30
35,42
36,35
37,33
38,146
39,116
40,100
41,43
42,33
43,28
44,123
45,16
46,101
47,41
48,54
49,96
50,147
51,23
52,18
53,46
54,7
55,52
56,51
57,150
58,40
59,82
60,53
61,147
62,56
63,78
64,52
65,96
66,9
67,66
68,81
69,23
70,46
71,121
72,67
73,25
74,118
75,66
76,132
77,135
78,85
79,63
80,18
81,27
82,59
83,102
84,31
85,5
86,64
87,103
88,33
89,144
90,68
91,82
92,95
93,114
94,92
95,138
96,135
97,99
98,62
99,86
100,10
101,51
102,148
103,138
104,111
105,76
106,82
107,86
108,143
109,104
110,100
111,73
112,66
113,95
114,66
115,126
116,30
117,122
118,27
119,128
120,67
121,115
122,25
123,59
124,124
125,141
126,79
127,129
128,122
129,128
130,10
131,72
132,143
133,82
134,122
135,106
136,142
137,23
138,82
139,83
140,134
141,6
142,20
143,6
144,56
145,89
146,146
147,120
148,136
149,111
150,145
151,119
152,100
153,40
154,84
155,56
156,91
157,106
158,51
159,15
160,45
161,106
162,74
163,73
164,82
165,34
166,52
167,102
168,56
169,95
170,109
171,96
172,111
173,92
174,150
175,72
176,116
177,29
178,120
179,7
180,40
181,22
182,87
183,28
184,33
185,78
186,72
187,146
188,130
189,124
190,112
191,122
192,95
193,96
194,49
195,71
196,57
197,79
198,8
199,71
200,26
201,87
202,127
203,114
204,64
205,102
206,1
207,29
208,13
209,42
210,129
211,112
212,2
213,98
214,101
215,83
216,3
217,59
218,66
219,66
220,66
221,147
222,75
223,37
224,30
225,21
226,63
227,39
228,10
229,136
230,4
231,17
232,108
233,3
234,84
235,31
236,103
237,62
238,119
239,42
240,32
241,2
242,109
243,141
244,132
245,63
246,34
247,25
248,133
249,1
250,115
251,10
252,12
253,51
254,68
255,127
256,138
257,22
258,130
259,18
260,14
261,24
262,101
263,80
264,66
265,150
266,63
267,35
268,64
269,52
270,56
271,78
272,49
273,71
274,47
275,41
276,36
277,100
278,20
279,63
280,110
281,23
282,18
283,148
284,26
285,127
286,4
287,102
288,24
289,25
290,72
291,22
292,4
293,100
294,90
295,64
296,87
297,148
298,14
299,113
300,35
301,17
302,91
303,5
304,131
305,71
306,41
307,79
308,52
309,122
310,74
311,12
312,99
313,62
314,87
315,141
316,42
317,13
318,53
319,112
320,18
321,143
322,94
323,23
324,87
325,116
326,113
327,29
328,24
329,117
330,137
331,57
332,27
333,64
334,99
335,1
336,48
337,58
338,140
339,95
340,117
341,38
342,111
343,6
344,15
345,112
346,51
347,90
348,3
349,42
350,29
351,126
352,129
353,145
354,38
355,51
356,38
357,142
358,38
359,82
360,68
361,53
362,50
363,8
364,40
365,56
366,47
367,120
368,32
369,104
370,30
371,139
372,37
373,109
374,39
375,55
376,134
377,93
378,115
379,142
380,7
381,137
382,34
383,19
384,77
385,45
386,60
387,12
388,37
389,110
390,71
391,126
392,85
393,94
394,87
395,32
396,63
397,47
398,62
399,148
400,25
401,32
402,2
403,62
404,95
405,126
406,62
407,141
408,89
409,29
410,149
411,98
412,45
413,116
414,129
415,22
416,130
417,34
418,134
419,105
420,16
421,6
422,118
423,149
424,108
425,143
426,50
427,124
428,79
429,50
430,34
431,72
432,62
433,50
434,127
435,38
436,134
437,98
438,7
439,75
440,17
441,116
442,20
443,70
444,109
445,22
446,69
447,60
448,91
449,57
450,100
451,91
452,150
453,13
454,68
455,80
456,100
457,71
458,62
459,33
460,120
461,137
462,44
463,35
464,49
465,114
466,147
467,116
468,75
469,137
470,89
471,43
472,101
473,129
474,146
475,84
476,54
477,113
478,73
479,77
480,4
481,137
482,137
483,50
484,142
485,115
486,81
487,50
488,124
489,21
490,145
491,98
492,129
493,150
494,142
495,14
496,95
497,125
498,133
499,143
500,116
501,49
502,23
503,28
504,36
505,55
506,28
507,136
508,31
509,116
510,61
511,130
512,90
513,147
514,45
515,147
516,90
517,98
518,21
519,49
520,101
521,43
522,46
523,150
524,39
525,5
526,31
527,98
528,51
529,32
530,51
531,97
532,143
533,114
534,11
535,61
536,16
537,1
538,105
539,109
540,142
541,76
542,95
543,111
544,105
545,63
546,93
547,15
548,64
549,56
550,105
551,59
552,2
553,128
554,116
555,45
556,70
557,86
558,112
559,97
560,51
561,57
562,19
563,105
564,71
565,125
566,102
567,147
568,123
569,4
570,48
571,78
572,90
573,23
574,64
575,60
576,108
577,93
578,53
579,51
580,34
581,117
582,77
583,111
584,30
585,53
586,140
587,101
588,54
589,26
590,42
591,66
592,92
593,79
594,85
595,122
596,21
597,113
598,52
599,75
600,2
601,86
602,30
603,93
604,44
605,90
606,143
607,88
608,92
609,58
610,19
611,14
612,141
613,75
614,138
615,134
616,9
617,27
618,101
619,116
620,59
621,131
622,40
623,97
1,54
2,27
3,12
4,72
5,19
6,40
7,56
8,36
9,99
10,57
11,48
12,130
13,6
14,59
15,20
16,48
17,128
18,150
19,52
20,120
21,118
22,134
23,133
24,41
25,59
26,21
27,100
28,67
29,127
30,64
31,63
32,129
33,110
34,67
35,100
36,19
37,25
38,117
39,132
40,143
41,145
42,97
43,116
44,113
45,89
46,147
47,78
48,1
49,98
50,10
51,123
52,7
53,128
54,36
55,111
56,138
57,136
58,74
59,136
60,32
61,78
62,108
63,51
64,24
65,46
66,6
67,54
68,5
69,81
70,47
71,119
72,61
73,11
74,72
75,86
76,135
77,55
78,32
79,16
80,46
81,12
82,34
83,140
84,18
85,56
86,150
87,122
88,34
89,102
90,136
91,146
92,147
93,86
94,77
95,72
96,131
97,18
98,73
99,85
100,70
101,44
102,89
103,110
104,120
105,91
106,15
107,147
108,9
109,35
110,120
111,118
112,46
113,40
114,93
115,93
116,29
117,127
118,142
119,113
120,107
121,138
122,130
123,128
124,59
125,1
126,80
127,45
128,101
129,63
130,150
131,7
132,121
133,22
134,123
135,37
136,91
137,102
138,134
139,5
140,28
141,12
142,95
143,82
144,127
145,60
146,20
147,146
148,138
149,123
150,42
151,31
152,131
153,69
154,53
155,54
156,33
157,40
158,95
159,148
160,16
161,150
162,50
163,116
164,125
165,46
166,83
167,135
168,127
169,23
170,93
171,123
172,55
173,123
174,114
175,34
176,34
177,119
178,34
179,116
180,5
181,128
182,39
183,25
184,58
185,115
186,25
187,10
188,112
189,117
190,129
191,107
192,14
193,105
194,112
195,28
196,43
197,64
198,8
199,129
200,2
201,34
202,103
203,4
204,140
205,8
206,77
207,28
208,6
209,123
210,35
211,31
212,56
213,87
214,10
215,90
216,33
217,102
218,125
219,42
220,18
221,67
222,114
223,66
224,65
225,47
226,45
227,77
228,91
229,30
230,84
231,30
232,35
233,80
234,27
235,58
236,115
237,143
238,58
239,104
240,106
241,146
242,35
243,3
244,118
245,124
246,100
247,113
248,38
249,104
250,128
251,139
252,100
253,118
254,42
255,60
256,5
257,107
258,28
259,14
260,81
261,105
262,37
263,9
264,91
265,55
266,81
267,99
268,1
269,113
270,99
271,106
272,31
273,20
274,18
275,120
276,66
277,1
278,106
279,106
280,112
281,113
282,3
283,22
284,95
285,107
286,131
287,15
288,104
289,138
290,102
291,42
292,60
293,147
294,3
295,48
296,48
297,42
298,144
299,83
300,137
301,93
302,42
303,129
304,145
305,80
306,86
307,126
308,48
309,57
310,97
311,134
312,57
313,73
314,5
315,113
316,7
317,123
318,104
319,92
320,8
321,114
322,94
323,23
324,38
325,133
326,55
327,143
328,121
329,68
330,108
331,31
332,46
333,104
334,85
335,80
336,110
337,77
338,78
339,125
340,40
341,70
342,27
343,67
344,7
345,64
346,87
347,98
348,32
349,112
350,86
351,59
352,84
353,36
354,55
355,29
356,48
357,39
358,116
359,40
360,14
361,148
362,59
363,138
364,44
365,56
366,20
367,43
368,142
369,103
370,104
371,46
372,11
373,65
374,120
375,93
376,104
377,138
